"","subject","word","context","sentence","string","Head","Hand_arm","Foot_leg","Torso","Mouth_throat"
"5084","1uctfdb2oy","guide","M2_b","He had a friendly guide.","guide",1,1,3,1,0
"5085","1uctfdb2oy","cold","M2_a","It was a chest cold.","cold",2,0,2,1,2
"5086","1uctfdb2oy","racket","M1_a","That was a loud racket.","racket",2,1,0,1,1
"5087","1uctfdb2oy","blood","M2_a","He has noble blood.","blood",0,0,1,1,2
"5088","1uctfdb2oy","sing","M2_b","The cricket sang.","sang",1,0,0,0,4
"5089","1uctfdb2oy","toast","M1_a","They toasted the bread.","toasted",0,1,0,0,4
"5090","1uctfdb2oy","rock","M1_a","He liked electronic rock.","rock",0,1,2,1,0
"5091","1uctfdb2oy","foundation","M2_a","It was a wooden foundation.","foundation",0,0,2,2,0
"5092","1uctfdb2oy","issue","M2_b","It was a special issue.","issue",2,0,0,0,1
"5093","1uctfdb2oy","tap","M1_b","He tapped the beer.","tapped",0,2,0,0,0
"5094","1uctfdb2oy","barrier","M2_b","There was a religious barrier.","barrier",0,2,1,1,0
"5095","1uctfdb2oy","company","M2_a","He liked the pleasant company.","company",2,2,0,1,0
"5096","1uctfdb2oy","poach","M2_b","She poached the vegetables.","poached",0,1,0,1,2
"5097","1uctfdb2oy","drill","M1_a","It was a grueling drill.","drill",0,2,3,1,1
"5098","1uctfdb2oy","case","M2_b","It was a criminal case.","case",1,1,1,1,0
"5099","1uctfdb2oy","jam","M1_a","It was a blackberry jam.","jam",0,0,0,0,4
"5100","1uctfdb2oy","bat","M2_b","He saw a baseball bat.","bat",0,3,1,0,0
"5101","1uctfdb2oy","key","M2_a","It was a delete key.","key",1,2,0,0,0
"5102","1uctfdb2oy","cone","M1_a","It was a waffle cone.","cone",0,0,0,0,2
"5103","1uctfdb2oy","contribution","M2_a","He made a scholarly contribution.","contribution",2,2,0,1,0
"5104","1uctfdb2oy","class","M1_a","It was a perceptive class.","class",0,0,0,0,0
"5105","1uctfdb2oy","drain","M2_b","They drained the pond.","drained",0,1,1,1,2
"5106","1uctfdb2oy","band","M2_b","It was a country band.","band",1,2,0,1,2
"5107","1uctfdb2oy","beam","M2_a","He saw the wood beam.","beam",0,1,3,1,0
"5108","1uctfdb2oy","clip","M1_b","It was a video clip.","clip",0,2,0,0,0
"5109","1uctfdb2oy","course","M2_b","It was a collision course.","course",1,1,0,2,0
"5110","1uctfdb2oy","orange","M2_b","It was a reddish orange.","orange",0,2,0,0,2
"5111","1uctfdb2oy","page","M1_a","He saw the young page.","page",1,2,0,0,0
"5112","1uctfdb2oy","check","M2_a","He checked the alibi.","checked",1,1,0,0,0
"5113","1uctfdb2oy","seal","M2_a","It was a circus seal.","seal",0,1,1,0,2
"5114","1uctfdb2oy","tip","M2_b","It was a finger tip.","tip",0,2,1,0,1
"5115","1uctfdb2oy","perch","M2_b","It was a secure perch.","perch",0,1,2,1,0
"5116","1uctfdb2oy","bail","M1_b","He bailed out the defendant.","bailed",3,1,1,0,0
"5117","1uctfdb2oy","dinner","M2_a","They liked the formal dinner.","dinner",0,1,0,2,5
"5118","1uctfdb2oy","book","M1_a","He had a best-selling book.","book",3,0,0,1,0
"5119","1uctfdb2oy","dream","M1_a","He had a recurring dream.","dream",3,0,0,0,0
"5120","1uctfdb2oy","pen","M1_a","She penned her animals.","penned",1,2,1,0,0
"5121","1uctfdb2oy","chicken","M1_a","They liked the juicy chicken.","chicken",0,1,0,0,5
"5122","1uctfdb2oy","load","M1_b","She loaded the rifle.","loaded",1,3,0,0,0
"5123","1uctfdb2oy","match","M2_a","It was a soccer match.","match",0,2,3,1,0
"5124","1uctfdb2oy","fan","M1_a","They had an electric fan.","fan",1,0,0,1,0
"5125","1uctfdb2oy","cause","M1_b","It was a political cause.","cause",1,1,0,0,0
"5126","1uctfdb2oy","passage","M2_a","It was a literary passage.","passage",2,1,0,0,1
"5127","1uctfdb2oy","column","M2_b","It was a marble column.","column",0,0,2,1,0
"5128","1uctfdb2oy","stake","M1_b","He staked his tent.","staked",0,0,2,1,0
"5129","1uctfdb2oy","clear","M2_b","He cleared the road.","cleared",0,0,0,1,0
"5130","1uctfdb2oy","term","M2_a","It was a legal term.","term",0,0,0,0,1
"5131","1uctfdb2oy","hail","M1_b","They hailed a taxi.","hailed",0,2,1,0,0
"5132","1uctfdb2oy","push","M2_b","He pushed the desk.","pushed",0,3,0,1,0
"5133","1uctfdb2oy","movement","M1_a","He liked the rhythmic movement.","movement",1,4,4,2,0
"5134","1uctfdb2oy","lamb","M1_a","They liked the marinated lamb.","lamb",0,0,1,0,0
"5135","1uctfdb2oy","film","M1_a","It was an action film.","film",1,1,1,0,1
"5136","1uctfdb2oy","market","M1_b","He liked the fish market.","market",0,1,1,0,4
"5137","1uctfdb2oy","count","M1_b","That was the vengeful count.","count",1,3,0,0,1
"5138","26xhgoh04u","company","M1_a","He liked the investment company.","company",1,0,0,0,2
"5139","26xhgoh04u","film","M1_a","It was an action film.","film",4,2,2,1,1
"5140","26xhgoh04u","dream","M1_b","He had a bad dream.","dream",4,2,1,0,1
"5141","26xhgoh04u","issue","M2_b","It was a special issue.","issue",0,0,0,0,2
"5142","26xhgoh04u","tape","M2_b","He used the video tape.","tape",2,2,0,0,1
"5143","26xhgoh04u","spill","M2_b","He spilled the secret.","spilled",2,0,0,0,5
"5144","26xhgoh04u","punch","M1_a","He had the alcoholic punch.","punch",3,1,1,1,5
"5145","26xhgoh04u","serve","M2_a","She served a summons.","served",1,4,1,0,2
"5146","26xhgoh04u","foundation","M1_a","It was a charitable foundation.","foundation",1,1,3,2,0
"5147","26xhgoh04u","tip","M2_a","It was a pencil tip.","tip",1,3,0,0,0
"5148","26xhgoh04u","intelligence","M2_a","They had classified intelligence.","intelligence",4,0,0,0,2
"5149","26xhgoh04u","mole","M1_b","She saw the raised mole.","mole",2,2,1,0,1
"5150","26xhgoh04u","rock","M2_b","He liked granite rock.","rock",2,1,1,0,0
"5151","26xhgoh04u","act","M1_a","It was a desperate act.","act",3,2,2,1,1
"5152","26xhgoh04u","chicken","M1_a","They liked the juicy chicken.","chicken",2,1,0,2,5
"5153","26xhgoh04u","seal","M1_a","It was a gold seal.","seal",3,0,0,0,0
"5154","26xhgoh04u","track","M1_a","She saw the train tracks.","tracks",2,0,1,0,0
"5155","26xhgoh04u","check","M2_b","He checked the facts.","checked",4,2,0,0,0
"5156","26xhgoh04u","column","M2_b","It was a marble column.","column",2,1,1,0,0
"5157","26xhgoh04u","palm","M1_a","It was a calloused palm.","palm",1,5,0,0,0
"5158","26xhgoh04u","market","M2_a","He liked the housing market.","market",2,0,0,0,0
"5159","26xhgoh04u","push","M2_a","He pushed the bed.","pushed",1,4,4,4,0
"5160","26xhgoh04u","design","M1_a","They liked the floral design.","design",2,0,0,0,0
"5161","26xhgoh04u","medicine","M2_b","It was veterinary medicine.","medicine",1,1,0,0,2
"5162","26xhgoh04u","racket","M1_a","That was a loud racket.","racket",3,0,0,1,0
"5163","26xhgoh04u","cold","M2_b","It was a common cold.","cold",5,1,0,2,5
"5164","26xhgoh04u","dinner","M2_b","They liked the anniversary dinner.","dinner",2,0,0,0,4
"5165","26xhgoh04u","sage","M2_b","He saw the bushy sage.","sage",1,0,0,0,0
"5166","26xhgoh04u","message","M1_a","There was a phone message.","message",2,1,0,0,0
"5167","26xhgoh04u","appeal","M1_a","He had a universal appeal.","appeal",1,0,0,0,0
"5168","26xhgoh04u","drain","M1_a","They drained the account.","drained",1,0,0,0,0
"5169","26xhgoh04u","page","M1_b","He saw the loyal page.","page",2,0,0,0,0
"5170","26xhgoh04u","stay","M2_a","They stayed nearby.","stayed",1,0,3,1,0
"5171","26xhgoh04u","movement","M2_a","He liked the feminist movement.","movement",2,1,1,0,0
"5172","26xhgoh04u","drill","M1_a","It was a grueling drill.","drill",3,2,2,2,1
"5173","26xhgoh04u","cast","M2_b","She cast a stone.","cast",1,5,2,3,0
"5174","26xhgoh04u","block","M2_a","She had a mental block.","block",3,0,0,0,0
"5175","26xhgoh04u","stall","M2_a","They stalled the horse.","stalled",2,5,4,4,0
"5176","26xhgoh04u","newspaper","M1_a","It was a national newspaper.","newspaper",1,1,0,0,0
"5177","26xhgoh04u","run","M1_a","She ran the marathon.","ran",2,2,5,3,2
"5178","26xhgoh04u","bat","M1_a","He saw a furry bat.","bat",2,0,0,0,0
"5179","26xhgoh04u","contribution","M1_b","He made a voluntary contribution.","contribution",2,2,1,1,0
"5180","26xhgoh04u","band","M1_b","It was a rubber band.","band",1,1,0,0,0
"5181","26xhgoh04u","lock","M1_b","She had brown locks.","locks",1,0,0,0,0
"5182","26xhgoh04u","barrier","M2_a","There was a language barrier.","barrier",2,2,0,0,1
"5183","26xhgoh04u","count","M2_a","That was the final count.","count",1,0,0,0,0
"5184","26xhgoh04u","book","M1_b","He had a popular book.","book",1,0,0,0,0
"5185","26xhgoh04u","perch","M2_a","It was a lofty perch.","perch",1,1,2,0,0
"5186","26xhgoh04u","pupil","M2_b","She had a cloudy pupil.","pupil",3,0,0,0,0
"5187","26xhgoh04u","orange","M2_a","It was a bright orange.","orange",2,0,0,0,0
"5188","26xhgoh04u","clear","M2_a","He cleared the path.","cleared",2,5,3,2,1
"5189","26xhgoh04u","post","M1_b","It was a fence post.","post",0,0,0,0,0
"5190","26xhgoh04u","match","M1_b","It was a burning match.","match",2,2,0,0,1
"5191","26xhgoh04u","atmosphere","M1_b","It was a hostile atmosphere.","atmosphere",2,1,0,0,0
"5192","2e7rel7rdd","guide","M2_a","He had a talkative guide.","guide",2,0,0,1,4
"5193","2e7rel7rdd","blood","M1_b","He has thin blood.","blood",2,2,2,2,1
"5194","2e7rel7rdd","push","M2_a","He pushed the bed.","pushed",0,5,0,1,0
"5195","2e7rel7rdd","beam","M2_b","He saw the balance beam.","beam",0,0,1,0,0
"5196","2e7rel7rdd","function","M2_a","It was a social function.","function",0,0,0,0,0
"5197","2e7rel7rdd","company","M1_b","He liked the pharmaceutical company.","company",0,0,0,0,0
"5198","2e7rel7rdd","orange","M1_a","It was a juicy orange.","orange",0,0,0,0,2
"5199","2e7rel7rdd","check","M2_a","He checked the alibi.","checked",2,0,0,0,0
"5200","2e7rel7rdd","cross","M1_b","He crossed a room.","crossed",0,0,5,1,0
"5201","2e7rel7rdd","break","M1_b","He broke the dish.","broke",0,3,0,0,0
"5202","2e7rel7rdd","column","M2_a","It was a concrete column.","column",0,2,0,0,0
"5203","2e7rel7rdd","stay","M1_a","They stayed wet.","stayed",0,0,0,1,0
"5204","2e7rel7rdd","stake","M2_b","He staked his claim.","staked",0,2,1,0,0
"5205","2e7rel7rdd","home","M1_a","It was a summer home.","home",0,0,0,1,0
"5206","2e7rel7rdd","serve","M1_b","She served a lasagna.","served",0,3,0,0,0
"5207","2e7rel7rdd","toll","M2_a","It was a loud toll.","toll",0,0,1,0,1
"5208","2e7rel7rdd","position","M1_b","He was in a prominent position.","position",0,0,0,3,0
"5209","2e7rel7rdd","dream","M2_a","He had a childhood dream.","dream",4,0,0,0,0
"5210","2e7rel7rdd","port","M2_a","It was a delicious port.","port",0,0,0,0,4
"5211","2e7rel7rdd","message","M1_a","There was a phone message.","message",3,3,0,0,0
"5212","2e7rel7rdd","ground","M1_a","He was on the firm ground.","ground",0,0,3,0,0
"5213","2e7rel7rdd","rock","M2_b","He liked granite rock.","rock",0,0,2,2,0
"5214","2e7rel7rdd","bank","M1_b","He banked the helicopter.","banked",0,0,0,0,0
"5215","2e7rel7rdd","examination","M1_b","It was a difficult examination.","examination",2,0,0,1,0
"5216","2e7rel7rdd","book","M2_a","He had a heavy book.","book",1,3,0,0,0
"5217","2e7rel7rdd","pitcher","M1_b","He saw the right-handed pitcher.","pitcher",0,4,0,0,0
"5218","2e7rel7rdd","track","M2_b","She saw the snowshoe tracks.","tracks",0,0,4,0,0
"5219","2e7rel7rdd","film","M1_b","It was a censored film.","film",2,0,0,0,0
"5220","2e7rel7rdd","toast","M1_b","They toasted the strudel.","toasted",0,3,0,0,1
"5221","2e7rel7rdd","load","M1_b","She loaded the rifle.","loaded",0,0,0,0,3
"5222","2e7rel7rdd","tip","M2_b","It was a finger tip.","tip",0,5,0,0,0
"5223","2e7rel7rdd","market","M1_a","He liked the flea market.","market",2,0,0,1,0
"5224","2e7rel7rdd","lunch","M1_a","They liked the hot lunch.","lunch",1,0,0,0,2
"5225","2e7rel7rdd","cape","M1_a","It was a red cape.","cape",0,0,0,2,0
"5226","2e7rel7rdd","foundation","M1_a","It was a charitable foundation.","foundation",1,0,0,0,0
"5227","2e7rel7rdd","tick","M1_b","It was an audible tick.","tick",1,1,1,1,1
"5228","2e7rel7rdd","perch","M2_a","It was a lofty perch.","perch",0,0,2,1,0
"5229","2e7rel7rdd","cast","M1_a","She cast a shadow.","cast",1,1,1,2,0
"5230","2e7rel7rdd","mold","M1_a","It was a fungal mold.","mold",0,0,0,0,0
"5231","2e7rel7rdd","guard","M2_b","They liked the national guard.","guard",2,1,1,1,0
"5232","2e7rel7rdd","cone","M2_b","It was a traffic cone.","cone",1,0,0,0,0
"5233","2e7rel7rdd","seal","M2_b","It was a trained seal.","seal",1,1,1,2,0
"5234","2e7rel7rdd","hail","M2_a","They hailed a friend.","hailed",1,2,0,1,1
"5235","2e7rel7rdd","pen","M1_b","She penned her livestock.","penned",0,2,0,0,0
"5236","2e7rel7rdd","act","M2_a","It was a magic act.","act",0,2,0,0,1
"5237","2e7rel7rdd","breakfast","M1_a","They ate a pancake breakfast.","breakfast",0,0,0,0,3
"5238","2e7rel7rdd","racket","M2_a","That was a badminton racket.","racket",0,2,0,0,0
"5239","2e7rel7rdd","page","M1_a","He saw the young page.","page",3,1,0,0,0
"5240","2e7rel7rdd","tap","M1_b","He tapped the beer.","tapped",0,3,0,0,0
"5241","2e7rel7rdd","design","M2_a","They liked the product design.","design",2,1,0,0,0
"5242","2e7rel7rdd","lamb","M1_a","They liked the marinated lamb.","lamb",0,1,0,0,3
"5243","2e7rel7rdd","barrier","M2_a","There was a language barrier.","barrier",0,0,0,0,4
"5244","2e7rel7rdd","bat","M2_b","He saw a baseball bat.","bat",3,1,0,0,0
"5245","2s265w7kw5","stake","M1_a","He staked his horse.","staked",2,1,1,2,2
"5246","2s265w7kw5","tape","M2_b","He used the video tape.","tape",1,1,1,0,2
"5247","2s265w7kw5","hail","M1_a","They hailed a cab.","hailed",2,5,3,3,3
"5248","2s265w7kw5","degree","M1_b","It was about fifty degrees.","degrees",4,3,3,2,3
"5249","2s265w7kw5","lap","M2_a","She lapped the runners.","lapped",3,3,2,2,4
"5250","2s265w7kw5","perch","M2_b","It was a secure perch.","perch",1,0,1,1,0
"5251","2s265w7kw5","post","M2_a","It was a teaching post.","post",2,1,1,2,1
"5252","2s265w7kw5","palm","M2_b","It was a tree palm.","palm",2,4,3,3,3
"5253","2s265w7kw5","port","M2_b","It was a sweet port.","port",0,1,0,1,3
"5254","2s265w7kw5","cape","M2_b","It was an island cape.","cape",1,1,0,1,1
"5255","2s265w7kw5","guide","M2_b","He had a friendly guide.","guide",2,2,1,2,2
"5256","2s265w7kw5","fan","M2_b","They had an enthusiastic fan.","fan",2,1,1,1,1
"5257","2s265w7kw5","bat","M1_a","He saw a furry bat.","bat",2,1,0,2,2
"5258","2s265w7kw5","drain","M1_a","They drained the account.","drained",3,2,2,3,5
"5259","2s265w7kw5","case","M1_b","It was a display case.","case",1,2,1,1,2
"5260","2s265w7kw5","medicine","M1_b","It was prescription medicine.","medicine",3,5,4,4,5
"5261","2s265w7kw5","drill","M2_b","It was a battery-powered drill.","drill",2,2,3,1,2
"5262","2s265w7kw5","cross","M2_b","He crossed a friend.","crossed",3,4,4,3,4
"5263","2s265w7kw5","punch","M2_b","He had the quickest punch.","punch",4,3,0,4,2
"5264","2s265w7kw5","key","M2_a","It was a delete key.","key",1,1,2,2,2
"5265","2s265w7kw5","film","M2_b","It was a plastic film.","film",1,0,0,1,0
"5266","2s265w7kw5","pick","M2_b","He picked his nose.","picked",3,4,1,1,2
"5267","2s265w7kw5","ground","M2_b","He was on the parade ground.","ground",1,2,4,1,2
"5268","2s265w7kw5","appeal","M1_a","He had a universal appeal.","appeal",3,4,1,3,3
"5269","2s265w7kw5","bank","M1_a","He banked the plane.","banked",1,3,3,4,2
"5270","2s265w7kw5","count","M2_a","That was the final count.","count",0,2,1,0,1
"5271","2s265w7kw5","track","M1_a","She saw the train tracks.","tracks",3,3,4,3,2
"5272","2s265w7kw5","page","M1_b","He saw the loyal page.","page",1,2,1,2,1
"5273","2s265w7kw5","push","M1_a","He pushed the cocaine.","pushed",3,3,4,3,2
"5274","2s265w7kw5","contribution","M2_b","He made a well-written contribution.","contribution",2,1,2,3,5
"5275","2s265w7kw5","act","M2_b","It was a comedic act.","act",1,1,2,3,2
"5276","2s265w7kw5","dinner","M1_b","They liked the light dinner.","dinner",2,4,1,2,4
"5277","2s265w7kw5","sage","M1_a","He saw the wise sage.","sage",1,1,2,1,2
"5278","2s265w7kw5","cone","M1_a","It was a waffle cone.","cone",2,3,1,1,4
"5279","2s265w7kw5","class","M1_b","It was a misbehaving class.","class",1,2,1,1,1
"5280","2s265w7kw5","spill","M2_a","He spilled the news.","spilled",1,5,2,2,3
"5281","2s265w7kw5","scale","M1_a","It was a fish scale.","scale",3,2,1,1,2
"5282","2s265w7kw5","cell","M2_a","It was a prison cell.","cell",0,0,0,1,1
"5283","2s265w7kw5","lunch","M1_a","They liked the hot lunch.","lunch",2,2,0,3,4
"5284","2s265w7kw5","examination","M2_b","It was a physical examination.","examination",5,4,3,4,5
"5285","2s265w7kw5","tip","M1_a","It was a generous tip.","tip",5,1,2,2,5
"5286","2s265w7kw5","mold","M1_a","It was a fungal mold.","mold",2,1,2,3,3
"5287","2s265w7kw5","tap","M2_b","He tapped the drums.","tapped",3,4,0,3,2
"5288","2s265w7kw5","title","M2_b","She liked the professional title.","title",2,2,3,3,3
"5289","2s265w7kw5","book","M2_b","He had a leather-bound book.","book",2,2,3,3,2
"5290","2s265w7kw5","charm","M2_b","She had a good-luck charm.","charm",2,1,0,1,3
"5291","2s265w7kw5","issue","M1_b","It was a political issue.","issue",4,1,0,2,3
"5292","2s265w7kw5","foundation","M1_a","It was a charitable foundation.","foundation",3,0,0,4,5
"5293","2s265w7kw5","band","M1_b","It was a rubber band.","band",3,4,2,3,2
"5294","2s265w7kw5","break","M2_a","He broke the law.","broke",3,3,3,1,4
"5295","2s265w7kw5","stay","M2_b","They stayed overnight.","stayed",0,0,0,1,2
"5296","2s265w7kw5","serve","M2_b","She served a warrant.","served",3,3,0,2,2
"5297","2s265w7kw5","position","M2_a","He was in a fetal position.","position",3,1,1,2,2
"5298","2s265w7kw5","beam","M2_a","He saw the wood beam.","beam",2,1,0,3,1
"5299","2s265w7kw5","panel","M1_b","It was an instrument panel.","panel",1,0,2,2,1
"5300","440vfhq46c","sage","M2_b","He saw the bushy sage.","sage",3,2,1,0,3
"5301","440vfhq46c","blood","M2_b","He has royal blood.","blood",1,4,3,1,2
"5302","440vfhq46c","block","M2_b","She had a writer's block.","block",1,3,2,0,1
"5303","440vfhq46c","file","M1_b","She had a data file.","file",3,4,0,0,1
"5304","440vfhq46c","stay","M1_b","They stayed cold.","stayed",2,1,1,0,1
"5305","440vfhq46c","poach","M2_a","She poached the eggs.","poached",2,3,0,0,2
"5306","440vfhq46c","rock","M2_b","He liked granite rock.","rock",2,3,3,1,1
"5307","440vfhq46c","bank","M1_b","He banked the helicopter.","banked",1,2,1,0,1
"5308","440vfhq46c","barrier","M2_a","There was a language barrier.","barrier",2,3,2,2,2
"5309","440vfhq46c","design","M1_a","They liked the floral design.","design",1,2,1,1,0
"5310","440vfhq46c","count","M1_b","That was the vengeful count.","count",1,5,3,0,0
"5311","440vfhq46c","band","M1_b","It was a rubber band.","band",2,3,3,2,2
"5312","440vfhq46c","course","M2_b","It was a collision course.","course",0,1,2,0,0
"5313","440vfhq46c","cold","M2_a","It was a chest cold.","cold",3,3,2,0,2
"5314","440vfhq46c","jam","M1_a","It was a blackberry jam.","jam",1,2,2,1,2
"5315","440vfhq46c","drain","M2_b","They drained the pond.","drained",0,2,2,1,2
"5316","440vfhq46c","orange","M1_a","It was a juicy orange.","orange",1,2,1,0,5
"5317","440vfhq46c","function","M2_a","It was a social function.","function",2,3,2,1,1
"5318","440vfhq46c","tip","M2_a","It was a pencil tip.","tip",1,4,0,0,0
"5319","440vfhq46c","punch","M2_b","He had the quickest punch.","punch",3,4,0,3,2
"5320","440vfhq46c","serve","M1_a","She served a pie.","served",0,4,0,1,2
"5321","440vfhq46c","fix","M1_a","They fixed the radio.","fixed",1,2,1,2,1
"5322","440vfhq46c","film","M2_b","It was a plastic film.","film",2,3,1,1,0
"5323","440vfhq46c","dinner","M2_b","They liked the anniversary dinner.","dinner",2,2,0,1,3
"5324","440vfhq46c","chicken","M2_b","They liked the pet chicken.","chicken",0,2,0,1,2
"5325","440vfhq46c","guard","M2_b","They liked the national guard.","guard",2,3,1,1,2
"5326","440vfhq46c","page","M2_a","He saw the blank page.","page",1,2,0,0,0
"5327","440vfhq46c","case","M1_b","It was a display case.","case",1,1,0,1,2
"5328","440vfhq46c","appeal","M1_a","He had a universal appeal.","appeal",2,3,0,2,0
"5329","440vfhq46c","toast","M1_a","They toasted the bread.","toasted",2,1,0,0,3
"5330","440vfhq46c","racket","M2_a","That was a badminton racket.","racket",2,3,1,3,0
"5331","440vfhq46c","intelligence","M1_b","They had innate intelligence.","intelligence",5,0,0,0,0
"5332","440vfhq46c","date","M2_a","It was an expiration date.","date",1,1,2,0,3
"5333","440vfhq46c","tape","M1_b","He used the double-sided tape.","tape",1,2,0,0,0
"5334","440vfhq46c","bat","M2_a","He saw a wooden bat.","bat",0,3,0,2,1
"5335","440vfhq46c","cell","M1_b","It was a brain cell.","cell",2,2,2,2,2
"5336","440vfhq46c","cross","M1_b","He crossed a room.","crossed",1,0,3,0,0
"5337","440vfhq46c","clip","M2_b","It was a metal clip.","clip",0,2,0,0,1
"5338","440vfhq46c","charm","M1_b","She had a natural charm.","charm",2,2,1,0,0
"5339","440vfhq46c","toll","M1_b","It was a road toll.","toll",2,2,3,2,0
"5340","440vfhq46c","atmosphere","M2_a","It was a gaseous atmosphere.","atmosphere",3,2,0,0,0
"5341","440vfhq46c","book","M2_a","He had a heavy book.","book",4,4,0,0,0
"5342","440vfhq46c","newspaper","M1_a","It was a national newspaper.","newspaper",3,2,0,1,0
"5343","440vfhq46c","spill","M2_b","He spilled the secret.","spilled",2,3,1,2,4
"5344","440vfhq46c","market","M2_a","He liked the housing market.","market",2,1,0,0,1
"5345","440vfhq46c","mole","M2_a","She saw the cute mole.","mole",1,0,0,0,0
"5346","440vfhq46c","act","M2_a","It was a magic act.","act",3,1,0,1,0
"5347","440vfhq46c","yard","M1_b","It was ten yards.","yards",0,0,4,1,0
"5348","440vfhq46c","medicine","M1_a","It was cough medicine.","medicine",2,2,1,1,3
"5349","440vfhq46c","key","M2_b","It was a backspace key.","key",2,3,0,1,1
"5350","440vfhq46c","position","M1_b","He was in a prominent position.","position",2,1,2,0,0
"5351","440vfhq46c","title","M2_a","She liked the academic title.","title",1,0,1,0,0
"5352","440vfhq46c","draw","M1_a","He drew a gun.","drew",2,4,3,1,0
"5353","440vfhq46c","contribution","M1_b","He made a voluntary contribution.","contribution",1,2,0,0,2
"5354","h7obhxowgm","tip","M1_b","It was a stingy tip.","tip",0,5,0,0,3
"5355","h7obhxowgm","market","M1_a","He liked the flea market.","market",5,1,4,0,0
"5356","h7obhxowgm","palm","M2_b","It was a tree palm.","palm",0,5,0,0,0
"5357","h7obhxowgm","pick","M1_b","He picked his dinner.","picked",2,5,0,0,3
"5358","h7obhxowgm","drain","M2_a","They drained the pool.","drained",0,3,3,0,0
"5359","h7obhxowgm","mole","M2_a","She saw the cute mole.","mole",5,2,0,0,0
"5360","h7obhxowgm","intelligence","M2_a","They had classified intelligence.","intelligence",0,5,0,0,0
"5361","h7obhxowgm","tape","M1_a","He used the scotch tape.","tape",0,5,0,0,1
"5362","h7obhxowgm","file","M2_b","She had a steel file.","file",0,5,0,0,0
"5363","h7obhxowgm","blood","M2_b","He has royal blood.","blood",2,0,0,5,0
"5364","h7obhxowgm","pitcher","M2_a","He saw the glass pitcher.","pitcher",0,4,0,0,3
"5365","h7obhxowgm","dinner","M2_a","They liked the formal dinner.","dinner",0,0,0,5,3
"5366","h7obhxowgm","orange","M1_b","It was a ripe orange.","orange",0,3,0,0,5
"5367","h7obhxowgm","clog","M1_b","The choreographer clogged.","clogged",0,0,5,2,0
"5368","h7obhxowgm","check","M1_a","He checked the engine.","checked",4,3,0,0,0
"5369","h7obhxowgm","bat","M2_a","He saw a wooden bat.","bat",0,4,0,2,0
"5370","h7obhxowgm","examination","M1_b","It was a difficult examination.","examination",5,0,0,1,0
"5371","h7obhxowgm","spill","M2_b","He spilled the secret.","spilled",0,0,0,0,5
"5372","h7obhxowgm","serve","M1_b","She served a lasagna.","served",0,5,0,0,0
"5373","h7obhxowgm","medicine","M2_a","It was orthopedic medicine.","medicine",1,3,0,0,5
"5374","h7obhxowgm","cross","M2_a","He crossed an enemy.","crossed",5,0,0,0,2
"5375","h7obhxowgm","lunch","M1_b","They liked the sandwich lunch.","lunch",0,3,0,0,5
"5376","h7obhxowgm","case","M2_a","It was a divorce case.","case",5,0,0,0,2
"5377","h7obhxowgm","column","M2_b","It was a marble column.","column",0,2,2,5,0
"5378","h7obhxowgm","sing","M2_b","The cricket sang.","sang",4,0,0,0,4
"5379","h7obhxowgm","movement","M2_a","He liked the feminist movement.","movement",5,3,1,0,5
"5380","h7obhxowgm","beam","M2_a","He saw the wood beam.","beam",0,3,0,5,0
"5381","h7obhxowgm","fan","M1_b","They had a ceiling fan.","fan",0,0,0,0,0
"5382","h7obhxowgm","fix","M1_b","They fixed the dishwasher.","fixed",3,5,2,0,0
"5383","h7obhxowgm","key","M2_a","It was a delete key.","key",0,5,0,0,0
"5384","h7obhxowgm","push","M1_b","He pushed the drugs.","pushed",0,5,0,0,0
"5385","h7obhxowgm","mold","M2_a","It was a rubber mold.","mold",0,2,0,0,0
"5386","h7obhxowgm","cast","M2_a","She cast a spear.","cast",0,4,1,3,0
"5387","h7obhxowgm","ground","M1_b","He was on the frozen ground.","ground",0,0,5,0,0
"5388","h7obhxowgm","block","M2_a","She had a mental block.","block",5,0,0,0,0
"5389","h7obhxowgm","page","M1_b","He saw the loyal page.","page",0,0,0,4,0
"5390","h7obhxowgm","hail","M1_a","They hailed a cab.","hailed",0,5,0,0,1
"5391","h7obhxowgm","stay","M2_b","They stayed overnight.","stayed",0,0,0,0,0
"5392","h7obhxowgm","pen","M1_b","She penned her livestock.","penned",0,2,3,2,0
"5393","h7obhxowgm","tick","M1_b","It was an audible tick.","tick",5,0,0,0,0
"5394","h7obhxowgm","chicken","M2_b","They liked the pet chicken.","chicken",0,1,0,0,0
"5395","h7obhxowgm","punch","M2_b","He had the quickest punch.","punch",0,5,0,0,0
"5396","h7obhxowgm","atmosphere","M1_a","It was a tense atmosphere.","atmosphere",5,0,1,0,0
"5397","h7obhxowgm","count","M2_a","That was the final count.","count",3,1,0,0,0
"5398","h7obhxowgm","guide","M1_b","He had a TV guide.","guide",4,2,0,0,0
"5399","h7obhxowgm","breakfast","M2_a","They ate a family breakfast.","breakfast",0,3,0,0,5
"5400","h7obhxowgm","design","M1_a","They liked the floral design.","design",2,4,0,0,0
"5401","h7obhxowgm","post","M2_a","It was a teaching post.","post",0,0,0,0,0
"5402","h7obhxowgm","seal","M2_b","It was a trained seal.","seal",0,3,0,0,3
"5403","h7obhxowgm","passage","M2_a","It was a literary passage.","passage",1,0,0,1,0
